message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00129,JUMIA LOGISTICS: WE ATTEMPTED TO DELIVER UR PACKAGE BUT FAILED. RESCHEDULE AND PAY A REDELIVERY FEE OF GH₵55 AT HTTPS://FIDELITY-GH-ALERT.COM.,phishing,SMS,delivery,Yes,No,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00130,WORLD BANK GHANA SCHOLARSHIP OFFICE NOTIE: YOUR SCHOLARSHIP APPLICATION IS SUCCESSFUL. VERIFIY UR BANK/MOMO DETAILS AT HTTP://FIDELTY-GH-ALERT30.COM TO RECEIVE UR FIRST TRANCHE.,phishing,Email,impersonation,Yes,No,No,No,No,Yes,Yes,greed,English,synthetic
MSG00131,"Dear Michael, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00132,"Broni, GCB Bank: Your salary of GH₵7500.00 has been credited to your account. Available balance GH₵11436.00.",legitimate,Email,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00133,"Sister, Dear Godfred, your University of Education, Winneba semester registration has been confirmed. You can now access your course materials online.",legitimate,Email,school,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00134,"Abi, Dear Lina Boateng, HR at Nestle Ghana requires u to update your salary accont details at https://momo-bonus-claim7.net before end of month payrol processing!?",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00135,"Hi Prince, the team meeting scheduled for tomorrow has been moved to 2pm in the main conference room. Sister!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00136,Notice from National Lottery Authority: You are eligible for a tax refund of GH₵474. Submit your bank details at https://nia-cardverify.net to receive payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00137,"Abi, Dear Nii Armah Gyasi, National Identification Authority (NIA) records show your Ghana Card requires re-verification. Update your details at https://gh-bankverify1.net within 7 days to avoid deactivation.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00138,"DEAR GIFTY ANTWI, KNUST ADMISSIONS OFFICE REQUIRES U TO PAY A PROCESSING FEE OF GH₵5000 VIA HTTPS://GHPOST-TRACK.NET TO SECURE UR ADMISSION SLOT.",phishing,SMS,impersonation,Yes,No,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00139,GHNA SCHOLARSHIPS SECETARIAT NOTICE: UR SCHOLARSHIP APPLICATION IS SUCCESSFUL. VERIFIY YOUR BANK/MOMO DTAILS AT HTTP://MOMO-SECURE-VERIFY29.COM TO RECIEVE YOUR FIRST TRANCHE.,phishing,Email,impersonation,Yes,No,No,No,No,Yes,Yes,greed,English,synthetic
MSG00140,"Dear Ama, this is a reminder that your project report is due on Friday. Please submit it via the online portal.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00141,You are today's luky winner of GH₵7500!!! click https://momo-refund-gh60.com now to claim bfore somene else takes your prize Wai!,phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00142,Consolidated Bank Ghana: Your account has been credited with GH₵15000.00. Available balance GH₵17908.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00143,Prudential Bank: Your salary of GH₵3575.00 has been credited to your account. Available balance GH₵3875.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00144,AirtelTigo Money: Airtime purchase of GH₵20 was successful. Enjoy your data/airtime.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00145,CalBank: Your salary of GH₵1708.00 has been credited to your account. Available balance GH₵6708.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00146,Notice from National Lottery Authority: U are eligible for a tax REFUND of GH₵249. Submit your bank details at https://ecobank-gh-verify7.net to receive payment.,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00147,"Dear Akua, this is a reminder that your project report is due on Friday. Please submit it via the online portal.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00148,Unilevr Ghana Payroll Notice: Your salary payment failed due to incrrect MoMo details. Update your informtion at https://nia-cardverify.net immediatly.,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00149,"Telecel Cash: I sent GH₵15000 to your wallet by mistake, it was meant for my brother. Pls send it back to 0571431115 now.",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00150,"CONGRATULATIONS GRACE FRIMPONG, NEWMONT GHANA HAS APPROVD YOUR BONUS OF GH₵333. TO RECIEVE IT, VERIFIY YOUR ACCOUNT AT HTTPS://GHPOST-TRACK85.NET.",phishing,SMS,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00151,UBA Ghana: Your statement request has been processed and sent to your registered email address. Wai!,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00152,MTN MoMo: Enjoy 20% bonus data this weekend by dialing *138#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00153,"Broni, MTN MoMo: Refer a friend and both of you get GH₵5 airtime free. Dial *124# for details.",legitimate,Email,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00154,"Dear Mavis, attached is the minutes from yesterday's meeting for your review and comments. Chale!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00155,MTN MoMo: Airtime purchase of GH₵10 was successful. Enjoy your data/airtime. Charley!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00156,Telecel Cash: Our new data bundle plans are now live. Dial *138# to subscribe and save more. Ei!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00157,AirtelTigo Money: Your loyalty points can now be redeemed for airtime and data. Dial *110# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00158,CalBank Alert: Your token/PIN has expired. Renew it now at https://nia-cardverify.net to continue enjoying uninterrupted banking services. Ɛyɛ!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00159,Attention staff: Newmont Ghana is migrating to a new payroll system. Click http://mtn-ghpromo.net and enter your MoMo PIN to avoid delay in salary payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00160,GCB Bank: Thank you for banking with us for over 2 years. We appreciate your loyalty.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00161,Consolidated Bank Ghana: Online purchase of GH₵1201.00 on card ending 0722 at Accra Mall was successful. Available balance GH₵1442.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00162,"Hi Fiifi, your parcel from FedEx Ghana is ready for pickup at the local office, tracking 35RURLXLW.",legitimate,Email,delivery,No,No,No,No,No,No,No,none,English,synthetic
MSG00163,AirtelTigo Money: Cash-out of GH₵20000 at agent RLGA was successful. New balance GH₵20809. Medaase!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00164,"Medaase, BIG CONGRATULATIONS Vivian, u don win GH50000 for the AirtelTigo Moni end of year promo! Go http://gcb-secure-login.com claim am fast fast before e expire!!!",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00165,Notice from Stanbic Bank Ghana: Your ATM card will be blocked due to non-compliance with our new digital policy. Update your card PIN at http://secure-gh-alert28.com before Friday.,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00166,This is GIMPA Finance Office. Your semester fees payment did not reflect. Kindly confrim your transaction at http://fidelity-gh-alert5.com to avoid deregistration. Sister!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00167,"Dear valued customer, Absa Bank Ghana is upgrading its systems. Kindly confirm your account number and PIN at http://ecobank-gh-verify.net to migrate your account successfully.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00168,"Dear Yaw Addo, the World Bank Ghana Scholaship Office requires a one-time administrative fee of GH₵109 via https://ghpost-track96.net b4 releasing your scholarship funds!?",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00169,URGENT: Your Fidelity Bank Ghana wallet will be deactivated today. Confirm your identity by calling 0203416518 or visiting http://scholarship-gh-fund.com now.,phishing,SMS,account_verification,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,English,synthetic
MSG00170,"Ei, Telecel Cash: Enjoy 50% bonus data this weekend by dialing *170#.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00171,GT Bank Ghana: Standing order payment of GH₵3000.00 was processed successfully. Available balance GH₵23000.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00172,"PLEASE I BEG YOU ADWA, I WRONGLY SENT GH₵817 TO YOUR LINE. I NEED IT BACK URGENTLY, MY CHILD IS ON ADMISSION. SEND TO 028826244.",phishing,SMS,wrong_send,Yes,No,No,Yes,No,No,No,sympathy,English,synthetic
MSG00173,MTN MoMo: Cash-out of GH₵721 at agent GMHB was successful. New balance GH₵3721.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00174,"Hi Gifty, the team meeting scheduled for tomorrow has been moved to 2pm in the main conference room.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00175,"I'm de one wey sent GH₵8437 for your MOMO by accident. Abeg send back make I no lose my job, my numbr na 0570566418.",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00176,UBA Ghana: We value your feedback. Please rate your recent visit to our branch by dialing our short code. Wai!,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00177,"Medaase, Dear Vivian Sarpong, this is Prudential Bank Customer Support. Your online banking access has been flagged for review. Please verify your login credentials at http://uog-portal-verify.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00178,GT Bank Ghana: Standing order payment of GH₵1500.00 was processed successfully. Available balance GH₵1798.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00179,Notice from University of Cape Coast: Your exams results will be withheld unless outstanding fees are confirmed at http://ghpost-track.net within 48 hours.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00180,Prudential Bank: Your salary of GH₵700.00 has been credited to your account. Available balance GH₵3700.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00181,Telecel Cash: Recharge with GH₵50 today and get 30% extra airtime. Dial *170# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00182,"Dear Akua Tetteh, HR at Nestle Ghana requires you to update your salary account details at https://secure-gh-alert87.com before end of month payroll processing.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00183,AirtelTigo Money: Our new data bundle plans are now live. Dial *138# to subscribe and save more.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00184,Telecel Cash: Your account has been credited with GH₵86. Available balance is GH₵186. Thank you for using Telecel Cash.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00185,MTN MoMo: Enjoy 15% bonus data this weekend by dialing *110#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00186,Telecel Cash: Your loyalty points can now be redeemed for airtime and data. Dial *124# to check your balance. Abi!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00187,Congratulations Akosua Bonsu! You have been awarded a scholarship of GH₵6028 by the World Bank Ghana Scholarship Office. Pay a processing fee of GH₵86 at https://momo-bonus-claim.net to secure disbursement!!,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00188,Speedaf Express: We attempted to deliver your package but failed. Reschedule and pay a redelivery fee of GH₵52 at http://gcb-secure-login.com.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00189,"Dear customer, you have been randomly picked to win GH₵1000 in our anniversary draw. Click http://secure-gh-alert.com to claim ur prize 2day. Ei!!!!",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00190,"Dear Frank, your leave application has been approved by HR. Enjoy your time off. Abi!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00191,"Chale, Congratulations Abna! Ur numer has been selected as a winner of GH₵10000 in the AirtelTigo Moni promo. Claim now at https://gh-bankverify.net!!!",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00192,Notice from Electoral Commission of Ghana: U are eligible for a tax refnd of GH₵484. Submit your bank details at https://uog-portal-verify86.com to receive payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00193,SSNIT: Your pension contributions statement is incomplete. Verify your SSNIT number and PIN at http://gcb-secure-login.com immediately!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00194,"Ei, Telecel Cash: Our new data bundle plans are now live. Dial *110# to subscribe and save more.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00195,SSNIT: You have been selected for a government relief package of GH₵911. Claim by verifying your Ghana Card number at https://uog-portal-verify.com.,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00196,"Hi Eric, the team meeting scheduled for tomorrow has been moved to 2pm in the main conference room.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00197,"Broni, Congratulations Fiifi Bonsu, you have been shortlisted for the University of Ghana bursary award of GH₵954. Verify your account at http://secure-gh-alert37.com to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00198,NATIONAL LOTTERY AUTHORITY: YOUR PENSION CONTRIBUTIONS STTEMENT IS INCOMPLETE. VERIFIY UR SSNIT NMBER AND PIN AT HTTP://UOG-PORTAL-VERIFY23.COM IMMEDIATELY.,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00199,Jumia Logistics: We attempted to deliver your package but failed. Reschedule and pay a redelivery fee of GH₵12 at http://momo-refund-gh.com.,phishing,SMS,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00200,Prudential Bank: Your account has been credited with GH₵5524.00. Available balance GH₵15524.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00201,"Dear Comfort, your University of Education, Winneba semester registration has been confirmed. You can now access your course materials online. Abi!",legitimate,Email,school,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
